VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
2984	10	0	0	0	1	0	0	0
2985	10	0	0	0	1	0	0	0
2986	10	0	0	0	1	0	0	0
2987	9	10	0	0	0.9	0.1	0	0
2988	9	10	0	0	0.9	0.1	0	0
2989	9	10	0	0	0.9	0.1	0	0
2990	9	0	0	0	1	0	0	0
2991	9	0	0	0	1	0	0	0
2992	9	0	0	0	1	0	0	0
2993	9	0	0	0	1	0	0	0
2994	9	0	0	0	1	0	0	0
2995	9	0	0	0	1	0	0	0
2996	9	0	0	0	1	0	0	0
2997	10	25	0	0	0.5	0.5	0	0
2998	10	25	0	0	0.5	0.5	0	0
2999	10	25	0	0	0.5	0.5	0	0
3000	10	25	0	0	0.5	0.5	0	0
3001	10	0	0	0	1	0	0	0
3002	10	0	0	0	1	0	0	0
3003	10	25	0	0	0.5	0.5	0	0
3004	9	10	0	0	0.9	0.1	0	0
3005	9	10	0	0	0.9	0.1	0	0
3006	9	10	0	0	0.9	0.1	0	0
3007	9	0	0	0	1	0	0	0
3008	9	0	0	0	1	0	0	0
3009	9	0	0	0	1	0	0	0
3010	9	0	0	0	1	0	0	0
3011	9	0	0	0	1	0	0	0
3012	9	0	0	0	1	0	0	0
3013	9	0	0	0	1	0	0	0
3014	12	16	0	0	0.75	0.25	0	0
3015	12	16	0	0	0.75	0.25	0	0
3016	12	16	0	0	0.75	0.25	0	0
3017	12	16	0	0	0.75	0.25	0	0
3018	4	0	0	0	1	0	0	0
3019	4	0	0	0	1	0	0	0
3020	4	0	0	0	1	0	0	0
3021	4	0	0	0	1	0	0	0
3022	9	10	0	0	0.9	0.1	0	0
3023	9	10	0	0	0.9	0.1	0	0
3024	9	10	0	0	0.9	0.1	0	0
3025	9	0	0	0	1	0	0	0
3026	9	0	0	0	1	0	0	0
3027	9	0	0	0	1	0	0	0
3028	9	0	0	0	1	0	0	0
3029	10	0	0	0	1	0	0	0
3030	10	0	0	0	1	0	0	0
3031	10	0	0	0	1	0	0	0
3032	10	0	0	0	1	0	0	0
3033	9	0	0	0	1	0	0	0
3034	9	0	0	0	1	0	0	0
3035	9	0	0	0	1	0	0	0
3036	10	0	0	0	1	0	0	0
3037	10	0	0	0	1	0	0	0
3038	10	0	0	0	1	0	0	0
3039	10	0	0	0	1	0	0	0
3040	12	0	0	0	1	0	0	0
3041	12	0	0	0	1	0	0	0
3042	8	12	0	0	0.15	0.85	0	0
3043	8	12	0	0	0.15	0.85	0	0
3044	9	10	0	0	0.9	0.1	0	0
3045	9	10	0	0	0.9	0.1	0	0
3046	9	10	0	0	0.9	0.1	0	0
3047	9	10	0	0	0.4	0.6	0	0
3048	9	10	0	0	0.5	0.5	0	0
3049	9	10	0	0	0.5	0.5	0	0
3050	9	10	0	0	0.4	0.6	0	0
3051	1	6	0	0	0.85	0.15	0	0
3052	0	1	0	0	0.25	0.75	0	0
3053	1	6	0	0	0.85	0.15	0	0
3054	12	0	0	0	1	0	0	0
3055	12	0	0	0	1	0	0	0
3056	12	0	0	0	1	0	0	0
3057	12	0	0	0	1	0	0	0
3058	8	12	0	0	0.15	0.85	0	0
3059	8	12	0	0	0.15	0.85	0	0
3060	8	12	0	0	0.15	0.85	0	0
3061	8	12	0	0	0.15	0.85	0	0
3062	12	14	23	0	0.675	0.1	0.225	0
3063	12	14	23	0	0.675	0.1	0.225	0
3064	12	14	23	0	0.675	0.25	0.075	0
3065	12	14	23	0	0.675	0.25	0.075	0
3066	1	6	0	0	0.55	0.45	0	0
3067	1	6	0	0	0.7	0.3	0	0
3068	1	6	0	0	0.7	0.3	0	0
3069	1	6	0	0	0.55	0.45	0	0
3070	12	18	23	0	0.675	0.225	0.1	0
3071	12	18	23	0	0.675	0.225	0.1	0
3072	12	18	23	0	0.675	0.075	0.25	0
3073	12	18	23	0	0.675	0.075	0.25	0
3074	9	0	0	0	1	0	0	0
3075	9	0	0	0	1	0	0	0
3076	9	0	0	0	1	0	0	0
3077	9	0	0	0	1	0	0	0
3078	10	0	0	0	1	0	0	0
3079	10	0	0	0	1	0	0	0
3080	10	0	0	0	1	0	0	0
3081	9	0	0	0	1	0	0	0
3082	9	0	0	0	1	0	0	0
3083	9	0	0	0	1	0	0	0
3084	4	0	0	0	1	0	0	0
3085	4	0	0	0	1	0	0	0
3086	4	0	0	0	1	0	0	0
3087	3	4	0	0	0.2	0.8	0	0
3088	9	0	0	0	1	0	0	0
3089	9	0	0	0	1	0	0	0
3090	9	0	0	0	1	0	0	0
3091	9	0	0	0	1	0	0	0
3092	9	0	0	0	1	0	0	0
3093	9	0	0	0	1	0	0	0
3094	9	0	0	0	1	0	0	0
3095	9	0	0	0	1	0	0	0
3096	9	0	0	0	1	0	0	0
3097	9	0	0	0	1	0	0	0
3098	9	0	0	0	1	0	0	0
3099	12	0	0	0	1	0	0	0
3100	12	0	0	0	1	0	0	0
3101	12	0	0	0	1	0	0	0
3102	12	0	0	0	1	0	0	0
3103	12	16	0	0	0.75	0.25	0	0
3104	12	16	0	0	0.75	0.25	0	0
3105	12	18	0	0	0.9	0.1	0	0
3106	12	18	0	0	0.9	0.1	0	0
3107	9	0	0	0	1	0	0	0
3108	9	0	0	0	1	0	0	0
3109	9	0	0	0	1	0	0	0
3110	1	6	0	0	0.55	0.45	0	0
3111	1	6	0	0	0.7	0.3	0	0
3112	1	6	0	0	0.7	0.3	0	0
3113	1	6	0	0	0.55	0.45	0	0
3114	9	10	0	0	0.9	0.1	0	0
3115	9	10	0	0	0.9	0.1	0	0
3116	9	10	0	0	0.9	0.1	0	0
3117	9	0	0	0	1	0	0	0
3118	9	0	0	0	1	0	0	0
3119	9	0	0	0	1	0	0	0
3120	9	0	0	0	1	0	0	0
3121	9	0	0	0	1	0	0	0
3122	9	0	0	0	1	0	0	0
3123	9	0	0	0	1	0	0	0
3124	9	0	0	0	1	0	0	0
3125	9	0	0	0	1	0	0	0
3126	9	0	0	0	1	0	0	0
3127	9	0	0	0	1	0	0	0
3128	9	0	0	0	1	0	0	0
3129	9	0	0	0	1	0	0	0
3130	9	0	0	0	1	0	0	0
3131	9	0	0	0	1	0	0	0
3132	9	0	0	0	1	0	0	0
3133	9	0	0	0	1	0	0	0
3134	9	10	0	0	0.9	0.1	0	0
3135	9	10	0	0	0.9	0.1	0	0
3136	9	10	0	0	0.9	0.1	0	0
3137	9	0	0	0	1	0	0	0
3138	9	0	0	0	1	0	0	0
3139	9	0	0	0	1	0	0	0
3140	9	0	0	0	1	0	0	0
3141	9	0	0	0	1	0	0	0
3142	9	0	0	0	1	0	0	0
3143	9	0	0	0	1	0	0	0
3144	9	10	0	0	0.9	0.1	0	0
3145	9	10	0	0	0.9	0.1	0	0
3146	9	10	0	0	0.9	0.1	0	0
3147	10	0	0	0	1	0	0	0
3148	10	0	0	0	1	0	0	0
3149	10	0	0	0	1	0	0	0
3150	10	0	0	0	1	0	0	0
3151	12	14	0	0	0.9	0.1	0	0
3152	12	14	0	0	0.9	0.1	0	0
3153	12	0	0	0	1	0	0	0
3154	12	0	0	0	1	0	0	0
3155	9	0	0	0	1	0	0	0
3156	9	0	0	0	1	0	0	0
3157	9	0	0	0	1	0	0	0
3158	9	0	0	0	1	0	0	0
3159	12	18	0	0	0.75	0.25	0	0
3160	12	18	0	0	0.75	0.25	0	0
3161	12	18	23	0	0.675	0.225	0.1	0
3162	12	18	23	0	0.675	0.225	0.1	0
3163	10	0	0	0	1	0	0	0
3164	10	0	0	0	1	0	0	0
3165	10	0	0	0	1	0	0	0
3166	10	25	0	0	0.75	0.25	0	0
3167	10	25	0	0	0.5	0.5	0	0
3168	10	25	0	0	0.5	0.5	0	0
3169	10	25	0	0	0.75	0.25	0	0
3170	12	18	0	0	0.9	0.1	0	0
3171	12	18	0	0	0.9	0.1	0	0
3172	12	18	0	0	0.75	0.25	0	0
3173	12	18	0	0	0.75	0.25	0	0
3174	25	0	0	0	1	0	0	0
3175	25	0	0	0	1	0	0	0
3176	25	0	0	0	1	0	0	0
3177	10	25	0	0	0.75	0.25	0	0
3178	10	25	0	0	0.75	0.25	0	0
3179	10	25	0	0	0.9	0.1	0	0
3180	10	25	0	0	0.9	0.1	0	0
3181	9	10	0	0	0.4	0.6	0	0
3182	9	10	0	0	0.4	0.6	0	0
3183	9	10	0	0	0.5	0.5	0	0
3184	9	10	0	0	0.5	0.5	0	0
3185	4	5	0	0	0.75	0.25	0	0
3186	4	0	0	0	1	0	0	0
3187	4	0	0	0	1	0	0	0
3188	4	0	0	0	1	0	0	0
3189	10	25	0	0	0.75	0.25	0	0
3190	10	25	0	0	0.75	0.25	0	0
3191	10	25	0	0	0.5	0.5	0	0
3192	10	25	0	0	0.5	0.5	0	0
3193	10	0	0	0	1	0	0	0
3194	10	0	0	0	1	0	0	0
3195	10	0	0	0	1	0	0	0
3196	10	0	0	0	1	0	0	0
3197	10	0	0	0	1	0	0	0
3198	10	0	0	0	1	0	0	0
3199	9	0	0	0	1	0	0	0
3200	9	0	0	0	1	0	0	0
3201	9	0	0	0	1	0	0	0
3202	9	10	0	0	0.75	0.25	0	0
3203	9	10	0	0	0.75	0.25	0	0
3204	9	10	0	0	0.9	0.1	0	0
3205	4	0	0	0	1	0	0	0
3206	4	0	0	0	1	0	0	0
3207	4	0	0	0	1	0	0	0
3208	4	5	0	0	0.75	0.25	0	0
3209	10	0	0	0	1	0	0	0
3210	10	0	0	0	1	0	0	0
3211	10	0	0	0	1	0	0	0
3212	25	0	0	0	1	0	0	0
3213	25	0	0	0	1	0	0	0
3214	25	0	0	0	1	0	0	0
3215	9	10	0	0	0.9	0.1	0	0
3216	9	10	0	0	0.9	0.1	0	0
3217	9	10	0	0	0.9	0.1	0	0
3218	4	0	0	0	1	0	0	0
3219	4	0	0	0	1	0	0	0
3220	4	0	0	0	1	0	0	0
3221	4	0	0	0	1	0	0	0
3222	9	0	0	0	1	0	0	0
3223	9	0	0	0	1	0	0	0
3224	9	0	0	0	1	0	0	0
3225	9	0	0	0	1	0	0	0
3226	9	0	0	0	1	0	0	0
3227	9	0	0	0	1	0	0	0
3228	9	0	0	0	1	0	0	0
3229	25	0	0	0	1	0	0	0
3230	25	0	0	0	1	0	0	0
3231	25	0	0	0	1	0	0	0
3232	25	0	0	0	1	0	0	0
3233	9	10	0	0	0.9	0.1	0	0
3234	9	0	0	0	1	0	0	0
3235	9	0	0	0	1	0	0	0
3236	9	10	0	0	0.9	0.1	0	0
3237	25	0	0	0	1	0	0	0
3238	25	0	0	0	1	0	0	0
3239	25	0	0	0	1	0	0	0
3240	25	0	0	0	1	0	0	0
3241	9	0	0	0	1	0	0	0
3242	9	0	0	0	1	0	0	0
3243	9	0	0	0	1	0	0	0
3244	9	0	0	0	1	0	0	0
3245	10	0	0	0	1	0	0	0
3246	9	10	0	0	0.25	0.75	0	0
3247	9	10	0	0	0.25	0.75	0	0
3248	25	0	0	0	1	0	0	0
3249	25	0	0	0	1	0	0	0
3250	25	0	0	0	1	0	0	0
3251	25	0	0	0	1	0	0	0
3252	12	18	23	0	0.675	0.075	0.25	0
3253	12	18	23	0	0.675	0.075	0.25	0
3254	12	14	23	0	0.675	0.1	0.225	0
3255	12	14	23	0	0.675	0.1	0.225	0
3256	25	0	0	0	1	0	0	0
3257	25	0	0	0	1	0	0	0
3258	25	0	0	0	1	0	0	0
3259	25	0	0	0	1	0	0	0
3260	12	0	0	0	1	0	0	0
3261	12	0	0	0	1	0	0	0
3262	12	16	0	0	0.75	0.25	0	0
3263	12	16	0	0	0.75	0.25	0	0
3264	9	10	0	0	0.9	0.1	0	0
3265	9	0	0	0	1	0	0	0
3266	9	0	0	0	1	0	0	0
3267	9	10	0	0	0.9	0.1	0	0
3268	10	0	0	0	1	0	0	0
3269	10	0	0	0	1	0	0	0
3270	10	0	0	0	1	0	0	0
3271	10	0	0	0	1	0	0	0
3272	10	0	0	0	1	0	0	0
3273	10	0	0	0	1	0	0	0
3274	25	0	0	0	1	0	0	0
3275	25	0	0	0	1	0	0	0
3276	25	0	0	0	1	0	0	0
3277	25	0	0	0	1	0	0	0
3278	9	10	0	0	0.25	0.75	0	0
3279	9	10	0	0	0.25	0.75	0	0
3280	9	10	0	0	0.4	0.6	0	0
3281	9	10	0	0	0.4	0.6	0	0
3282	25	0	0	0	1	0	0	0
3283	25	0	0	0	1	0	0	0
3284	25	0	0	0	1	0	0	0
3285	25	0	0	0	1	0	0	0
3286	9	0	0	0	1	0	0	0
3287	9	0	0	0	1	0	0	0
3288	9	0	0	0	1	0	0	0
3289	9	0	0	0	1	0	0	0
3290	8	12	0	0	0.15	0.85	0	0
3291	8	12	0	0	0.15	0.85	0	0
3292	12	0	0	0	1	0	0	0
3293	12	0	0	0	1	0	0	0
3294	9	10	0	0	0.9	0.1	0	0
3295	9	0	0	0	1	0	0	0
3296	9	0	0	0	1	0	0	0
3297	9	10	0	0	0.9	0.1	0	0
3298	10	0	0	0	1	0	0	0
3299	10	0	0	0	1	0	0	0
3300	10	0	0	0	1	0	0	0
3301	10	0	0	0	1	0	0	0
3302	10	0	0	0	1	0	0	0
3303	10	0	0	0	1	0	0	0
3304	9	0	0	0	1	0	0	0
3305	9	0	0	0	1	0	0	0
3306	9	0	0	0	1	0	0	0
3307	9	0	0	0	1	0	0	0
3308	25	0	0	0	1	0	0	0
3309	25	0	0	0	1	0	0	0
3310	10	25	0	0	0.25	0.75	0	0
3311	23	0	0	0	1	0	0	0
3312	23	0	0	0	1	0	0	0
3313	23	0	0	0	1	0	0	0
3314	23	0	0	0	1	0	0	0
3315	25	0	0	0	1	0	0	0
3316	25	0	0	0	1	0	0	0
3317	25	0	0	0	1	0	0	0
3318	25	0	0	0	1	0	0	0
3319	16	17	0	0	0.75	0.25	0	0
3320	17	0	0	0	1	0	0	0
3321	17	0	0	0	1	0	0	0
3322	16	17	0	0	0.75	0.25	0	0
3323	9	10	0	0	0.9	0.1	0	0
3324	9	0	0	0	1	0	0	0
3325	9	0	0	0	1	0	0	0
3326	9	10	0	0	0.9	0.1	0	0
3327	10	0	0	0	1	0	0	0
3328	10	0	0	0	1	0	0	0
3329	10	0	0	0	1	0	0	0
3330	10	0	0	0	1	0	0	0
3331	9	0	0	0	1	0	0	0
3332	9	0	0	0	1	0	0	0
3333	9	0	0	0	1	0	0	0
3334	9	0	0	0	1	0	0	0
3335	9	10	0	0	0.9	0.1	0	0
3336	9	0	0	0	1	0	0	0
3337	9	0	0	0	1	0	0	0
3338	9	10	0	0	0.9	0.1	0	0
3339	9	0	0	0	1	0	0	0
3340	9	0	0	0	1	0	0	0
3341	9	0	0	0	1	0	0	0
3342	9	0	0	0	1	0	0	0
3343	9	10	0	0	0.9	0.1	0	0
3344	9	0	0	0	1	0	0	0
3345	9	0	0	0	1	0	0	0
3346	9	10	0	0	0.9	0.1	0	0
3347	8	12	0	0	0.75	0.25	0	0
3348	8	12	0	0	0.75	0.25	0	0
3349	8	12	0	0	0.15	0.85	0	0
3350	8	12	0	0	0.15	0.85	0	0
3351	9	0	0	0	1	0	0	0
3352	9	0	0	0	1	0	0	0
3353	9	0	0	0	1	0	0	0
3354	9	0	0	0	1	0	0	0
3355	9	10	0	0	0.9	0.1	0	0
3356	9	0	0	0	1	0	0	0
3357	9	0	0	0	1	0	0	0
3358	9	10	0	0	0.9	0.1	0	0
3359	9	0	0	0	1	0	0	0
3360	9	0	0	0	1	0	0	0
3361	9	0	0	0	1	0	0	0
3362	9	0	0	0	1	0	0	0
3363	10	0	0	0	1	0	0	0
3364	10	0	0	0	1	0	0	0
3365	10	0	0	0	1	0	0	0
3366	9	10	0	0	0.9	0.1	0	0
3367	9	10	0	0	0.9	0.1	0	0
3368	9	0	0	0	1	0	0	0
3369	9	10	0	0	0.9	0.1	0	0
3370	9	0	0	0	1	0	0	0
3371	9	0	0	0	1	0	0	0
3372	9	0	0	0	1	0	0	0
3373	9	0	0	0	1	0	0	0
3374	10	0	0	0	1	0	0	0
3375	10	0	0	0	1	0	0	0
3376	10	0	0	0	1	0	0	0
3377	9	10	0	0	0.9	0.1	0	0
3378	9	0	0	0	1	0	0	0
3379	9	10	0	0	0.9	0.1	0	0
3380	9	10	0	0	0.9	0.1	0	0
3381	10	0	0	0	1	0	0	0
3382	10	0	0	0	1	0	0	0
3383	10	0	0	0	1	0	0	0
3384	9	0	0	0	1	0	0	0
3385	9	0	0	0	1	0	0	0
3386	9	0	0	0	1	0	0	0
3387	9	0	0	0	1	0	0	0
3388	9	10	0	0	0.9	0.1	0	0
3389	9	0	0	0	1	0	0	0
3390	9	0	0	0	1	0	0	0
3391	9	10	0	0	0.9	0.1	0	0
3392	9	0	0	0	1	0	0	0
3393	9	0	0	0	1	0	0	0
3394	9	0	0	0	1	0	0	0
3395	9	0	0	0	1	0	0	0
3396	9	10	0	0	0.9	0.1	0	0
3397	9	0	0	0	1	0	0	0
3398	9	0	0	0	1	0	0	0
3399	9	10	0	0	0.9	0.1	0	0
3400	9	0	0	0	1	0	0	0
3401	9	0	0	0	1	0	0	0
3402	9	0	0	0	1	0	0	0
3403	9	0	0	0	1	0	0	0
3404	10	25	0	0	0.9	0.1	0	0
3405	10	25	0	0	0.9	0.1	0	0
3406	10	0	0	0	1	0	0	0
3407	10	0	0	0	1	0	0	0
3408	9	10	0	0	0.9	0.1	0	0
3409	9	0	0	0	1	0	0	0
3410	9	0	0	0	1	0	0	0
3411	9	10	0	0	0.9	0.1	0	0
3412	9	0	0	0	1	0	0	0
3413	9	0	0	0	1	0	0	0
3414	9	0	0	0	1	0	0	0
3415	9	0	0	0	1	0	0	0
3416	23	24	0	0	0.75	0.25	0	0
3417	23	24	0	0	0.75	0.25	0	0
3418	23	0	0	0	1	0	0	0
3419	23	0	0	0	1	0	0	0
3420	10	0	0	0	1	0	0	0
3421	10	0	0	0	1	0	0	0
3422	10	0	0	0	1	0	0	0
3423	4	0	0	0	1	0	0	0
3424	4	0	0	0	1	0	0	0
3425	4	0	0	0	1	0	0	0
3426	2	3	4	0	0.1	0.45	0.45	0
3427	9	0	0	0	1	0	0	0
3428	9	0	0	0	1	0	0	0
3429	9	0	0	0	1	0	0	0
3430	9	0	0	0	1	0	0	0
3431	9	0	0	0	1	0	0	0
3432	9	0	0	0	1	0	0	0
3433	9	0	0	0	1	0	0	0
3434	9	0	0	0	1	0	0	0
3435	9	0	0	0	1	0	0	0
3436	9	0	0	0	1	0	0	0
3437	9	0	0	0	1	0	0	0
3438	9	0	0	0	1	0	0	0
3439	9	0	0	0	1	0	0	0
3440	9	0	0	0	1	0	0	0
3441	9	0	0	0	1	0	0	0
3442	9	0	0	0	1	0	0	0
3443	25	0	0	0	1	0	0	0
3444	25	0	0	0	1	0	0	0
3445	25	0	0	0	1	0	0	0
3446	25	0	0	0	1	0	0	0
3447	23	24	0	0	0.75	0.25	0	0
3448	23	24	0	0	0.75	0.25	0	0
3449	23	24	0	0	0.75	0.25	0	0
3450	23	24	0	0	0.75	0.25	0	0
3451	10	0	0	0	1	0	0	0
3452	10	0	0	0	1	0	0	0
3453	10	0	0	0	1	0	0	0
3454	10	0	0	0	1	0	0	0
3455	10	25	0	0	0.75	0.25	0	0
3456	10	25	0	0	0.75	0.25	0	0
3457	10	25	0	0	0.9	0.1	0	0
3458	10	25	0	0	0.9	0.1	0	0
3459	9	0	0	0	1	0	0	0
3460	9	0	0	0	1	0	0	0
3461	9	0	0	0	1	0	0	0
3462	9	0	0	0	1	0	0	0
3463	23	0	0	0	1	0	0	0
3464	23	0	0	0	1	0	0	0
3465	23	24	0	0	0.75	0.25	0	0
3466	23	24	0	0	0.75	0.25	0	0
3467	9	0	0	0	1	0	0	0
3468	9	0	0	0	1	0	0	0
3469	9	0	0	0	1	0	0	0
3470	9	0	0	0	1	0	0	0
3471	10	0	0	0	1	0	0	0
3472	10	0	0	0	1	0	0	0
3473	10	0	0	0	1	0	0	0
3474	10	0	0	0	1	0	0	0
3475	9	0	0	0	1	0	0	0
3476	9	0	0	0	1	0	0	0
3477	9	0	0	0	1	0	0	0
3478	9	0	0	0	1	0	0	0
3479	10	0	0	0	1	0	0	0
3480	10	0	0	0	1	0	0	0
3481	10	0	0	0	1	0	0	0
3482	10	0	0	0	1	0	0	0
3483	9	0	0	0	1	0	0	0
3484	9	0	0	0	1	0	0	0
3485	9	0	0	0	1	0	0	0
3486	9	0	0	0	1	0	0	0
3487	9	0	0	0	1	0	0	0
3488	9	0	0	0	1	0	0	0
3489	9	0	0	0	1	0	0	0
3490	9	0	0	0	1	0	0	0
3491	9	0	0	0	1	0	0	0
3492	9	0	0	0	1	0	0	0
3493	9	0	0	0	1	0	0	0
3494	9	0	0	0	1	0	0	0
3495	10	25	0	0	0.75	0.25	0	0
3496	10	25	0	0	0.9	0.1	0	0
3497	10	25	0	0	0.9	0.1	0	0
3498	10	25	0	0	0.75	0.25	0	0
3499	17	21	0	0	0.75	0.25	0	0
3500	17	21	0	0	0.75	0.25	0	0
3501	17	21	0	0	0.75	0.25	0	0
3502	17	21	0	0	0.75	0.25	0	0
3503	9	0	0	0	1	0	0	0
3504	9	0	0	0	1	0	0	0
3505	9	0	0	0	1	0	0	0
3506	9	0	0	0	1	0	0	0
3507	9	0	0	0	1	0	0	0
3508	9	0	0	0	1	0	0	0
3509	9	0	0	0	1	0	0	0
3510	9	0	0	0	1	0	0	0
3511	10	0	0	0	1	0	0	0
3512	10	0	0	0	1	0	0	0
3513	10	0	0	0	1	0	0	0
3514	10	0	0	0	1	0	0	0
3515	10	25	0	0	0.75	0.25	0	0
3516	10	25	0	0	0.75	0.25	0	0
3517	10	25	0	0	0.5	0.5	0	0
3518	10	25	0	0	0.5	0.5	0	0
3519	12	0	0	0	1	0	0	0
3520	12	0	0	0	1	0	0	0
3521	12	0	0	0	1	0	0	0
3522	12	0	0	0	1	0	0	0
3523	9	0	0	0	1	0	0	0
3524	9	0	0	0	1	0	0	0
3525	9	0	0	0	1	0	0	0
3526	9	0	0	0	1	0	0	0
3527	10	25	0	0	0.75	0.25	0	0
3528	10	25	0	0	0.5	0.5	0	0
3529	10	25	0	0	0.5	0.5	0	0
3530	10	25	0	0	0.75	0.25	0	0
3531	21	0	0	0	1	0	0	0
3532	21	0	0	0	1	0	0	0
3533	17	21	0	0	0.75	0.25	0	0
3534	17	21	0	0	0.75	0.25	0	0
3535	25	0	0	0	1	0	0	0
3536	25	0	0	0	1	0	0	0
3537	25	0	0	0	1	0	0	0
3538	25	0	0	0	1	0	0	0
3539	9	0	0	0	1	0	0	0
3540	9	0	0	0	1	0	0	0
3541	9	0	0	0	1	0	0	0
3542	9	0	0	0	1	0	0	0
3543	25	0	0	0	1	0	0	0
3544	10	25	0	0	0.25	0.75	0	0
3545	10	25	0	0	0.25	0.75	0	0
3546	25	0	0	0	1	0	0	0
3547	25	0	0	0	1	0	0	0
3548	25	0	0	0	1	0	0	0
3549	25	0	0	0	1	0	0	0
3550	25	0	0	0	1	0	0	0
3551	10	25	0	0	0.9	0.1	0	0
3552	10	25	0	0	0.9	0.1	0	0
3553	10	0	0	0	1	0	0	0
3554	10	0	0	0	1	0	0	0
3555	25	0	0	0	1	0	0	0
3556	25	0	0	0	1	0	0	0
3557	25	0	0	0	1	0	0	0
3558	25	0	0	0	1	0	0	0
3559	25	0	0	0	1	0	0	0
3560	25	0	0	0	1	0	0	0
3561	25	0	0	0	1	0	0	0
3562	25	0	0	0	1	0	0	0
3563	25	0	0	0	1	0	0	0
3564	25	0	0	0	1	0	0	0
3565	25	0	0	0	1	0	0	0
3566	17	21	0	0	0.75	0.25	0	0
3567	17	21	0	0	0.75	0.25	0	0
3568	21	0	0	0	1	0	0	0
3569	21	0	0	0	1	0	0	0
3570	25	0	0	0	1	0	0	0
3571	10	25	0	0	0.25	0.75	0	0
3572	25	0	0	0	1	0	0	0
3573	9	0	0	0	1	0	0	0
3574	0	9	0	0	0.25	0.75	0	0
3575	0	9	0	0	0.25	0.75	0	0
3576	9	0	0	0	1	0	0	0
3577	9	10	0	0	0.9	0.1	0	0
3578	9	0	0	0	1	0	0	0
3579	9	0	0	0	1	0	0	0
3580	9	0	0	0	1	0	0	0
3581	25	0	0	0	1	0	0	0
3582	25	0	0	0	1	0	0	0
3583	25	0	0	0	1	0	0	0
3584	25	0	0	0	1	0	0	0
3585	1	6	0	0	0.85	0.15	0	0
3586	1	6	0	0	0.7	0.3	0	0
3587	1	6	0	0	0.7	0.3	0	0
3588	1	6	0	0	0.85	0.15	0	0
3589	21	0	0	0	1	0	0	0
3590	21	0	0	0	1	0	0	0
3591	21	0	0	0	1	0	0	0
3592	21	0	0	0	1	0	0	0
3593	25	0	0	0	1	0	0	0
3594	25	0	0	0	1	0	0	0
3595	25	0	0	0	1	0	0	0
3596	25	0	0	0	1	0	0	0
3597	21	0	0	0	1	0	0	0
3598	21	0	0	0	1	0	0	0
3599	21	0	0	0	1	0	0	0
3600	21	0	0	0	1	0	0	0
3601	25	0	0	0	1	0	0	0
3602	25	0	0	0	1	0	0	0
3603	25	0	0	0	1	0	0	0
3604	25	0	0	0	1	0	0	0
3605	10	0	0	0	1	0	0	0
3606	10	0	0	0	1	0	0	0
3607	10	0	0	0	1	0	0	0
3608	10	0	0	0	1	0	0	0
3609	9	10	0	0	0.5	0.5	0	0
3610	9	10	0	0	0.5	0.5	0	0
3611	9	10	0	0	0.75	0.25	0	0
3612	9	10	0	0	0.75	0.25	0	0
3613	25	0	0	0	1	0	0	0
3614	25	0	0	0	1	0	0	0
3615	25	0	0	0	1	0	0	0
3616	25	0	0	0	1	0	0	0
3617	21	0	0	0	1	0	0	0
3618	21	0	0	0	1	0	0	0
3619	21	0	0	0	1	0	0	0
3620	21	0	0	0	1	0	0	0
3621	25	0	0	0	1	0	0	0
3622	25	0	0	0	1	0	0	0
3623	25	0	0	0	1	0	0	0
3624	25	0	0	0	1	0	0	0
3625	14	15	0	0	0.75	0.25	0	0
3626	14	15	0	0	0.75	0.25	0	0
3627	14	15	0	0	0.75	0.25	0	0
3628	14	15	0	0	0.75	0.25	0	0
3629	25	0	0	0	1	0	0	0
3630	25	0	0	0	1	0	0	0
3631	25	0	0	0	1	0	0	0
3632	25	0	0	0	1	0	0	0
3633	14	0	0	0	1	0	0	0
3634	14	0	0	0	1	0	0	0
3635	14	15	0	0	0.75	0.25	0	0
3636	14	15	0	0	0.75	0.25	0	0
3637	25	0	0	0	1	0	0	0
3638	25	0	0	0	1	0	0	0
3639	25	0	0	0	1	0	0	0
3640	25	0	0	0	1	0	0	0
3641	14	0	0	0	1	0	0	0
3642	14	0	0	0	1	0	0	0
3643	14	0	0	0	1	0	0	0
3644	14	0	0	0	1	0	0	0
3645	25	0	0	0	1	0	0	0
3646	10	25	0	0	0.25	0.75	0	0
3647	10	25	0	0	0.25	0.75	0	0
3648	25	0	0	0	1	0	0	0
3649	9	10	0	0	0.75	0.25	0	0
3650	9	10	0	0	0.75	0.25	0	0
3651	9	10	0	0	0.5	0.5	0	0
3652	9	10	0	0	0.5	0.5	0	0
3653	25	0	0	0	1	0	0	0
3654	25	0	0	0	1	0	0	0
3655	25	0	0	0	1	0	0	0
3656	9	0	0	0	1	0	0	0
3657	9	0	0	0	1	0	0	0
3658	9	0	0	0	1	0	0	0
3659	9	0	0	0	1	0	0	0
3660	25	0	0	0	1	0	0	0
3661	25	0	0	0	1	0	0	0
3662	25	0	0	0	1	0	0	0
3663	25	0	0	0	1	0	0	0
3664	25	0	0	0	1	0	0	0
3665	25	0	0	0	1	0	0	0
3666	25	0	0	0	1	0	0	0
3667	14	15	0	0	0.75	0.25	0	0
3668	14	15	0	0	0.75	0.25	0	0
3669	14	0	0	0	1	0	0	0
3670	14	0	0	0	1	0	0	0
3671	25	0	0	0	1	0	0	0
