VI	BI[0]	BI[1]	BI[2]	BI[3]	BW[0]	BW[1]	BW[2]	BW[3]
10184	4	5	27	0	0.5625	0.1875	0.25	0
10185	4	5	0	0	0.5	0.5	0	0
10186	4	5	0	0	0.5	0.5	0	0
10187	4	5	27	0	0.5625	0.1875	0.25	0
10188	37	0	0	0	1	0	0	0
10189	37	0	0	0	1	0	0	0
10190	37	0	0	0	1	0	0	0
10191	37	0	0	0	1	0	0	0
10192	4	5	27	0	0.5625	0.1875	0.25	0
10193	4	5	0	0	0.5	0.5	0	0
10194	4	5	0	0	0.5	0.5	0	0
10195	4	5	27	0	0.5625	0.1875	0.25	0
10196	37	0	0	0	1	0	0	0
10197	37	40	0	0	0.75	0.25	0	0
10198	37	40	0	0	0.75	0.25	0	0
10199	37	0	0	0	1	0	0	0
10200	37	40	0	0	0.75	0.25	0	0
10201	37	40	0	0	0.75	0.25	0	0
10202	37	40	0	0	0.75	0.25	0	0
10203	37	40	0	0	0.75	0.25	0	0
10204	40	0	0	0	1	0	0	0
10205	40	0	0	0	1	0	0	0
10206	40	0	0	0	1	0	0	0
10207	40	0	0	0	1	0	0	0
10208	40	0	0	0	1	0	0	0
10209	40	0	0	0	1	0	0	0
10210	40	0	0	0	1	0	0	0
10211	40	0	0	0	1	0	0	0
10212	0	11	0	0	0.8	0.2	0	0
10213	0	11	0	0	0.8	0.2	0	0
10214	0	11	0	0	0.75	0.25	0	0
10215	0	11	0	0	0.75	0.25	0	0
10216	0	1	0	0	0.9	0.1	0	0
10217	0	1	0	0	0.9	0.1	0	0
10218	0	11	0	0	0.8	0.2	0	0
10219	0	11	0	0	0.8	0.2	0	0
10220	40	0	0	0	1	0	0	0
10221	40	0	0	0	1	0	0	0
10222	40	0	0	0	1	0	0	0
10223	40	0	0	0	1	0	0	0
10224	0	11	0	0	0.5	0.5	0	0
10225	0	11	0	0	0.5	0.5	0	0
10226	0	11	0	0	0.75	0.25	0	0
10227	0	11	0	0	0.75	0.25	0	0
10228	1	4	6	0	0.1875	0.25	0.5625	0
10229	1	4	6	0	0.1875	0.25	0.5625	0
10230	1	6	0	0	0.55	0.45	0	0
10231	1	6	0	0	0.55	0.45	0	0
10232	40	0	0	0	1	0	0	0
10233	40	0	0	0	1	0	0	0
10234	40	0	0	0	1	0	0	0
10235	40	0	0	0	1	0	0	0
10236	1	4	6	0	0.1875	0.25	0.5625	0
10237	1	4	6	0	0.1875	0.25	0.5625	0
10238	1	6	0	0	0.55	0.45	0	0
10239	1	6	0	0	0.55	0.45	0	0
10240	38	42	0	0	0.25	0.75	0	0
10241	42	0	0	0	1	0	0	0
10242	42	0	0	0	1	0	0	0
10243	38	42	0	0	0.25	0.75	0	0
10244	42	0	0	0	1	0	0	0
10245	42	0	0	0	1	0	0	0
10246	42	0	0	0	1	0	0	0
10247	42	0	0	0	1	0	0	0
10248	42	0	0	0	1	0	0	0
10249	38	42	0	0	0.25	0.75	0	0
10250	38	42	0	0	0.25	0.75	0	0
10251	42	0	0	0	1	0	0	0
10252	38	42	0	0	0.25	0.75	0	0
10253	38	42	0	0	0.25	0.75	0	0
10254	38	42	0	0	0.25	0.75	0	0
10255	38	42	0	0	0.25	0.75	0	0
10256	0	1	11	0	0.81	0.1	0.09	0
10257	0	1	0	0	0.9	0.1	0	0
10258	0	11	0	0	0.8	0.2	0	0
10259	0	11	0	0	0.8	0.2	0	0
10260	38	0	0	0	1	0	0	0
10261	38	0	0	0	1	0	0	0
10262	38	0	0	0	1	0	0	0
10263	38	0	0	0	1	0	0	0
10264	38	0	0	0	1	0	0	0
10265	38	0	0	0	1	0	0	0
10266	38	0	0	0	1	0	0	0
10267	38	0	0	0	1	0	0	0
10268	38	0	0	0	1	0	0	0
10269	38	0	0	0	1	0	0	0
10270	38	0	0	0	1	0	0	0
10271	38	0	0	0	1	0	0	0
10272	1	4	6	0	0.1875	0.25	0.5625	0
10273	1	4	6	0	0.1875	0.25	0.5625	0
10274	1	6	0	0	0.55	0.45	0	0
10275	1	6	0	0	0.55	0.45	0	0
10276	0	1	0	0	0.9	0.1	0	0
10277	0	1	0	0	0.9	0.1	0	0
10278	0	1	0	0	0.75	0.25	0	0
10279	0	1	0	0	0.75	0.25	0	0
10280	41	42	0	0	0.75	0.25	0	0
10281	41	42	0	0	0.75	0.25	0	0
10282	41	0	0	0	1	0	0	0
10283	41	0	0	0	1	0	0	0
10284	38	0	0	0	1	0	0	0
10285	38	0	0	0	1	0	0	0
10286	38	0	0	0	1	0	0	0
10287	38	0	0	0	1	0	0	0
10288	31	33	0	0	0.25	0.75	0	0
10289	31	33	0	0	0.25	0.75	0	0
10290	31	33	0	0	0.25	0.75	0	0
10291	31	33	0	0	0.25	0.75	0	0
10292	31	33	0	0	0.25	0.75	0	0
10293	33	0	0	0	1	0	0	0
10294	33	0	0	0	1	0	0	0
10295	31	33	0	0	0.25	0.75	0	0
10296	4	5	0	0	0.5	0.5	0	0
10297	4	5	0	0	0.5	0.5	0	0
10298	4	5	0	0	0.5	0.5	0	0
10299	4	5	0	0	0.25	0.75	0	0
10300	4	5	0	0	0.5	0.5	0	0
10301	4	5	0	0	0.5	0.5	0	0
10302	4	5	0	0	0.5	0.5	0	0
10303	4	5	0	0	0.5	0.5	0	0
10304	4	5	27	0	0.5625	0.1875	0.25	0
10305	4	5	0	0	0.25	0.75	0	0
10306	4	5	0	0	0.5	0.5	0	0
10307	4	5	27	0	0.5625	0.1875	0.25	0
10308	29	43	0	0	0.25	0.75	0	0
10309	29	43	0	0	0.25	0.75	0	0
10310	43	0	0	0	1	0	0	0
10311	43	0	0	0	1	0	0	0
10312	29	43	0	0	0.9	0.1	0	0
10313	29	43	0	0	0.9	0.1	0	0
10314	29	43	0	0	0.75	0.25	0	0
10315	29	43	0	0	0.75	0.25	0	0
10316	4	5	0	0	0.5	0.5	0	0
10317	4	5	0	0	0.25	0.75	0	0
10318	4	5	0	0	0.25	0.75	0	0
10319	4	5	0	0	0.5	0.5	0	0
10320	5	7	0	0	0.75	0.25	0	0
10321	5	7	0	0	0.75	0.25	0	0
10322	5	7	0	0	0.75	0.25	0	0
10323	4	5	0	0	0.25	0.75	0	0
10324	5	7	0	0	0.75	0.25	0	0
10325	4	5	0	0	0.25	0.75	0	0
10326	4	5	0	0	0.25	0.75	0	0
10327	5	7	0	0	0.75	0.25	0	0
10328	29	43	0	0	0.5	0.5	0	0
10329	29	43	0	0	0.5	0.5	0	0
10330	29	43	0	0	0.75	0.25	0	0
10331	29	43	0	0	0.75	0.25	0	0
10332	29	43	0	0	0.9	0.1	0	0
10333	29	43	0	0	0.9	0.1	0	0
10334	29	43	0	0	0.75	0.25	0	0
10335	29	43	0	0	0.75	0.25	0	0
10336	29	43	0	0	0.5	0.5	0	0
10337	29	43	0	0	0.5	0.5	0	0
10338	29	43	0	0	0.75	0.25	0	0
10339	29	43	0	0	0.75	0.25	0	0
10340	29	43	0	0	0.9	0.1	0	0
10341	29	43	0	0	0.9	0.1	0	0
10342	29	43	0	0	0.75	0.25	0	0
10343	29	43	0	0	0.75	0.25	0	0
10344	29	43	0	0	0.9	0.1	0	0
10345	29	43	0	0	0.9	0.1	0	0
10346	29	43	0	0	0.75	0.25	0	0
10347	29	43	0	0	0.75	0.25	0	0
10348	29	43	0	0	0.5	0.5	0	0
10349	29	43	0	0	0.25	0.75	0	0
10350	29	43	0	0	0.25	0.75	0	0
10351	29	43	0	0	0.5	0.5	0	0
10352	11	29	0	0	0.75	0.25	0	0
10353	11	29	0	0	0.5	0.5	0	0
10354	11	29	0	0	0.5	0.5	0	0
10355	11	29	0	0	0.75	0.25	0	0
10356	29	0	0	0	1	0	0	0
10357	11	29	0	0	0.25	0.75	0	0
10358	11	29	0	0	0.25	0.75	0	0
10359	29	0	0	0	1	0	0	0
10360	4	5	0	0	0.5	0.5	0	0
10361	4	5	0	0	0.5	0.5	0	0
10362	4	5	0	0	0.25	0.75	0	0
10363	4	5	0	0	0.25	0.75	0	0
10364	29	43	0	0	0.5	0.5	0	0
10365	29	43	0	0	0.5	0.5	0	0
10366	29	43	0	0	0.25	0.75	0	0
10367	29	43	0	0	0.25	0.75	0	0
10368	1	4	6	0	0.1875	0.25	0.5625	0
10369	4	6	0	0	0.75	0.25	0	0
10370	4	6	0	0	0.75	0.25	0	0
10371	1	4	6	0	0.1875	0.25	0.5625	0
10372	26	27	0	0	0.65	0.35	0	0
10373	26	27	0	0	0.65	0.35	0	0
10374	26	27	0	0	0.5	0.5	0	0
10375	4	27	0	0	0.75	0.25	0	0
10376	4	27	0	0	0.75	0.25	0	0
10377	4	27	0	0	0.75	0.25	0	0
10378	1	4	6	0	0.1875	0.25	0.5625	0
10379	4	6	0	0	0.75	0.25	0	0
10380	4	6	0	0	0.75	0.25	0	0
10381	1	4	6	0	0.1875	0.25	0.5625	0
10382	4	6	0	0	0.75	0.25	0	0
10383	1	4	6	0	0.1875	0.25	0.5625	0
10384	1	4	6	0	0.1875	0.25	0.5625	0
10385	4	6	0	0	0.75	0.25	0	0
10386	4	5	0	0	0.75	0.25	0	0
10387	4	27	0	0	0.75	0.25	0	0
10388	4	0	0	0	1	0	0	0
10389	4	0	0	0	1	0	0	0
10390	1	6	0	0	0.55	0.45	0	0
10391	1	6	0	0	0.55	0.45	0	0
10392	1	6	0	0	0.7	0.3	0	0
10393	29	43	0	0	0.5	0.5	0	0
10394	29	43	0	0	0.5	0.5	0	0
10395	29	43	0	0	0.25	0.75	0	0
10396	29	43	0	0	0.25	0.75	0	0
10397	29	43	0	0	0.5	0.5	0	0
10398	29	43	0	0	0.5	0.5	0	0
10399	29	43	0	0	0.25	0.75	0	0
10400	29	43	0	0	0.25	0.75	0	0
10401	29	43	0	0	0.5	0.5	0	0
10402	29	43	0	0	0.5	0.5	0	0
10403	29	43	0	0	0.25	0.75	0	0
10404	29	43	0	0	0.25	0.75	0	0
10405	1	6	0	0	0.55	0.45	0	0
10406	1	6	0	0	0.7	0.3	0	0
10407	1	6	0	0	0.7	0.3	0	0
10408	1	6	0	0	0.55	0.45	0	0
10409	1	4	6	0	0.1875	0.25	0.5625	0
10410	1	4	6	0	0.1875	0.25	0.5625	0
10411	1	4	6	0	0.1875	0.25	0.5625	0
10412	29	0	0	0	1	0	0	0
10413	29	0	0	0	1	0	0	0
10414	29	0	0	0	1	0	0	0
10415	29	0	0	0	1	0	0	0
10416	1	6	0	0	0.55	0.45	0	0
10417	1	6	0	0	0.55	0.45	0	0
10418	1	4	6	0	0.1875	0.25	0.5625	0
10419	1	4	6	0	0.1875	0.25	0.5625	0
10420	29	43	0	0	0.5	0.5	0	0
10421	29	43	0	0	0.5	0.5	0	0
10422	29	43	0	0	0.25	0.75	0	0
10423	29	43	0	0	0.25	0.75	0	0
10424	1	6	0	0	0.55	0.45	0	0
10425	1	6	0	0	0.55	0.45	0	0
10426	1	4	6	0	0.1875	0.25	0.5625	0
10427	1	4	6	0	0.1875	0.25	0.5625	0
10428	4	6	0	0	0.75	0.25	0	0
10429	4	0	0	0	1	0	0	0
10430	4	0	0	0	1	0	0	0
10431	4	6	0	0	0.75	0.25	0	0
10432	29	43	0	0	0.5	0.5	0	0
10433	29	43	0	0	0.5	0.5	0	0
10434	29	43	0	0	0.25	0.75	0	0
10435	29	43	0	0	0.25	0.75	0	0
10436	29	0	0	0	1	0	0	0
10437	29	0	0	0	1	0	0	0
10438	29	0	0	0	1	0	0	0
10439	29	0	0	0	1	0	0	0
10440	4	26	27	0	0.1875	0.25	0.5625	0
10441	4	26	27	0	0.1875	0.25	0.5625	0
10442	4	0	0	0	1	0	0	0
10443	4	27	0	0	0.75	0.25	0	0
10444	29	43	0	0	0.5	0.5	0	0
10445	29	43	0	0	0.75	0.25	0	0
10446	29	43	0	0	0.75	0.25	0	0
10447	29	43	0	0	0.5	0.5	0	0
10448	4	27	0	0	0.75	0.25	0	0
10449	4	0	0	0	1	0	0	0
10450	4	0	0	0	1	0	0	0
10451	4	0	0	0	1	0	0	0
10452	29	0	0	0	1	0	0	0
10453	29	0	0	0	1	0	0	0
10454	29	0	0	0	1	0	0	0
10455	29	0	0	0	1	0	0	0
10456	4	0	0	0	1	0	0	0
10457	4	27	0	0	0.75	0.25	0	0
10458	4	27	0	0	0.75	0.25	0	0
10459	4	0	0	0	1	0	0	0
10460	29	43	0	0	0.9	0.1	0	0
10461	29	43	0	0	0.75	0.25	0	0
10462	29	43	0	0	0.75	0.25	0	0
10463	29	43	0	0	0.9	0.1	0	0
10464	29	43	0	0	0.5	0.5	0	0
10465	29	43	0	0	0.25	0.75	0	0
10466	29	43	0	0	0.25	0.75	0	0
10467	29	43	0	0	0.5	0.5	0	0
10468	26	27	0	0	0.65	0.35	0	0
10469	26	0	0	0	1	0	0	0
10470	26	0	0	0	1	0	0	0
10471	26	27	0	0	0.65	0.35	0	0
10472	4	26	27	0	0.45	0.1	0.45	0
10473	4	5	27	0	0.5625	0.1875	0.25	0
10474	4	5	27	0	0.5625	0.1875	0.25	0
10475	4	26	27	0	0.45	0.1	0.45	0
10476	29	43	0	0	0.9	0.1	0	0
10477	29	0	0	0	1	0	0	0
10478	29	0	0	0	1	0	0	0
10479	29	43	0	0	0.9	0.1	0	0
10480	4	26	27	0	0.45	0.1	0.45	0
10481	4	5	27	0	0.5625	0.1875	0.25	0
10482	4	5	27	0	0.5625	0.1875	0.25	0
10483	4	26	27	0	0.45	0.1	0.45	0
10484	4	26	27	0	0.1875	0.25	0.5625	0
10485	4	26	27	0	0.1875	0.25	0.5625	0
10486	26	27	0	0	0.5	0.5	0	0
10487	26	27	0	0	0.5	0.5	0	0
10488	11	29	0	0	0.9	0.1	0	0
10489	11	29	0	0	0.9	0.1	0	0
10490	11	29	0	0	0.9	0.1	0	0
10491	11	29	0	0	0.9	0.1	0	0
10492	4	26	27	0	0.1875	0.25	0.5625	0
10493	4	26	27	0	0.1875	0.25	0.5625	0
10494	4	26	27	0	0.45	0.1	0.45	0
10495	4	26	27	0	0.45	0.1	0.45	0
10496	4	6	0	0	0.75	0.25	0	0
10497	4	6	0	0	0.75	0.25	0	0
10498	4	0	0	0	1	0	0	0
10499	4	26	27	0	0.45	0.1	0.45	0
10500	4	0	0	0	1	0	0	0
10501	4	6	0	0	0.75	0.25	0	0
10502	4	6	0	0	0.75	0.25	0	0
10503	4	6	0	0	0.75	0.25	0	0
10504	4	26	27	0	0.45	0.1	0.45	0
10505	4	26	27	0	0.45	0.1	0.45	0
10506	26	27	0	0	0.5	0.5	0	0
10507	26	27	0	0	0.65	0.35	0	0
10508	26	27	0	0	0.65	0.35	0	0
10509	26	27	0	0	0.5	0.5	0	0
10510	4	26	27	0	0.1875	0.25	0.5625	0
10511	4	26	27	0	0.1875	0.25	0.5625	0
10512	4	26	27	0	0.45	0.1	0.45	0
10513	4	26	27	0	0.45	0.1	0.45	0
10514	29	43	0	0	0.5	0.5	0	0
10515	29	43	0	0	0.75	0.25	0	0
10516	29	43	0	0	0.75	0.25	0	0
10517	29	43	0	0	0.5	0.5	0	0
10518	26	27	0	0	0.5	0.5	0	0
10519	26	27	0	0	0.65	0.35	0	0
10520	26	27	0	0	0.65	0.35	0	0
10521	43	0	0	0	1	0	0	0
10522	43	0	0	0	1	0	0	0
10523	43	0	0	0	1	0	0	0
10524	43	0	0	0	1	0	0	0
10525	43	0	0	0	1	0	0	0
10526	29	43	0	0	0.25	0.75	0	0
10527	29	43	0	0	0.25	0.75	0	0
10528	43	0	0	0	1	0	0	0
10529	0	11	0	0	0.25	0.75	0	0
10530	0	11	0	0	0.1	0.9	0	0
10531	0	11	0	0	0.25	0.75	0	0
10532	0	11	0	0	0.5	0.5	0	0
10533	4	0	0	0	1	0	0	0
10534	4	0	0	0	1	0	0	0
10535	4	0	0	0	1	0	0	0
10536	4	0	0	0	1	0	0	0
10537	4	0	0	0	1	0	0	0
10538	4	0	0	0	1	0	0	0
10539	4	0	0	0	1	0	0	0
10540	4	0	0	0	1	0	0	0
10541	0	1	0	0	0.75	0.25	0	0
10542	0	1	0	0	0.75	0.25	0	0
10543	0	1	0	0	0.9	0.1	0	0
10544	0	1	0	0	0.9	0.1	0	0
10545	0	1	0	0	0.75	0.25	0	0
10546	0	1	0	0	0.75	0.25	0	0
10547	0	1	0	0	0.9	0.1	0	0
10548	0	1	11	0	0.81	0.1	0.09	0
10549	11	29	0	0	0.9	0.1	0	0
10550	11	29	0	0	0.75	0.25	0	0
10551	11	29	0	0	0.75	0.25	0	0
10552	11	29	0	0	0.9	0.1	0	0
10553	0	0	0	0	1	0	0	0
10554	0	0	0	0	1	0	0	0
10555	0	1	0	0	0.9	0.1	0	0
10556	0	1	0	0	0.9	0.1	0	0
10557	4	0	0	0	1	0	0	0
10558	4	0	0	0	1	0	0	0
10559	4	0	0	0	1	0	0	0
10560	4	0	0	0	1	0	0	0
10561	26	27	0	0	0.65	0.35	0	0
10562	26	27	0	0	0.5	0.5	0	0
10563	26	27	0	0	0.5	0.5	0	0
10564	26	27	0	0	0.65	0.35	0	0
10565	4	0	0	0	1	0	0	0
10566	4	0	0	0	1	0	0	0
10567	4	0	0	0	1	0	0	0
10568	4	0	0	0	1	0	0	0
10569	5	7	0	0	0.75	0.25	0	0
10570	5	7	0	0	0.75	0.25	0	0
10571	4	5	0	0	0.25	0.75	0	0
10572	4	5	0	0	0.25	0.75	0	0
10573	26	27	0	0	0.65	0.35	0	0
10574	26	27	0	0	0.65	0.35	0	0
10575	26	0	0	0	1	0	0	0
10576	26	27	0	0	0.65	0.35	0	0
10577	29	0	0	0	1	0	0	0
10578	29	0	0	0	1	0	0	0
10579	29	0	0	0	1	0	0	0
10580	29	0	0	0	1	0	0	0
10581	4	0	0	0	1	0	0	0
10582	4	0	0	0	1	0	0	0
10583	4	0	0	0	1	0	0	0
10584	4	0	0	0	1	0	0	0
10585	29	0	0	0	1	0	0	0
10586	29	0	0	0	1	0	0	0
10587	29	0	0	0	1	0	0	0
10588	29	0	0	0	1	0	0	0
10589	26	27	0	0	0.65	0.35	0	0
10590	26	0	0	0	1	0	0	0
10591	26	27	0	0	0.65	0.35	0	0
10592	1	6	0	0	0.7	0.3	0	0
10593	1	6	0	0	0.55	0.45	0	0
10594	1	6	0	0	0.55	0.45	0	0
10595	1	6	0	0	0.7	0.3	0	0
10596	29	0	0	0	1	0	0	0
10597	29	0	0	0	1	0	0	0
10598	29	0	0	0	1	0	0	0
10599	29	0	0	0	1	0	0	0
10600	0	1	0	0	0.5	0.5	0	0
10601	0	1	0	0	0.75	0.25	0	0
10602	0	1	0	0	0.75	0.25	0	0
10603	0	1	0	0	0.5	0.5	0	0
10604	4	0	0	0	1	0	0	0
10605	4	0	0	0	1	0	0	0
10606	4	0	0	0	1	0	0	0
10607	4	0	0	0	1	0	0	0
10608	4	0	0	0	1	0	0	0
10609	4	0	0	0	1	0	0	0
10610	4	26	27	0	0.45	0.1	0.45	0
10611	4	27	0	0	0.8	0.2	0	0
10612	4	27	0	0	0.8	0.2	0	0
10613	4	0	0	0	1	0	0	0
10614	4	0	0	0	1	0	0	0
10615	4	0	0	0	1	0	0	0
10616	4	0	0	0	1	0	0	0
10617	4	0	0	0	1	0	0	0
10618	4	0	0	0	1	0	0	0
10619	4	0	0	0	1	0	0	0
10620	4	0	0	0	1	0	0	0
10621	4	26	27	0	0.45	0.1	0.45	0
10622	4	26	27	0	0.45	0.1	0.45	0
10623	4	0	0	0	1	0	0	0
10624	4	0	0	0	1	0	0	0
10625	4	0	0	0	1	0	0	0
10626	4	0	0	0	1	0	0	0
10627	4	0	0	0	1	0	0	0
10628	4	0	0	0	1	0	0	0
10629	4	0	0	0	1	0	0	0
10630	4	0	0	0	1	0	0	0
10631	4	0	0	0	1	0	0	0
10632	1	6	0	0	0.7	0.3	0	0
10633	1	6	0	0	0.85	0.15	0	0
10634	1	6	0	0	0.85	0.15	0	0
10635	1	6	0	0	0.7	0.3	0	0
10636	1	4	6	0	0.1875	0.25	0.5625	0
10637	1	6	0	0	0.55	0.45	0	0
10638	1	6	0	0	0.55	0.45	0	0
10639	1	4	6	0	0.1875	0.25	0.5625	0
10640	0	1	0	0	0.9	0.1	0	0
10641	0	1	0	0	0.75	0.25	0	0
10642	0	1	0	0	0.75	0.25	0	0
10643	0	1	0	0	0.9	0.1	0	0
10644	0	1	0	0	0.25	0.75	0	0
10645	1	6	0	0	0.85	0.15	0	0
10646	1	6	0	0	0.85	0.15	0	0
10647	0	1	0	0	0.25	0.75	0	0
10648	0	0	0	0	1	0	0	0
10649	0	1	0	0	0.9	0.1	0	0
10650	0	1	0	0	0.9	0.1	0	0
10651	0	0	0	0	1	0	0	0
10652	28	30	0	0	0.75	0.25	0	0
10653	28	30	0	0	0.15	0.85	0	0
10654	28	30	0	0	0.15	0.85	0	0
10655	28	30	0	0	0.75	0.25	0	0
10656	1	6	0	0	0.85	0.15	0	0
10657	1	6	0	0	0.85	0.15	0	0
10658	0	1	0	0	0.25	0.75	0	0
10659	0	1	0	0	0.25	0.75	0	0
10660	4	5	0	0	0.5	0.5	0	0
10661	4	5	0	0	0.25	0.75	0	0
10662	4	5	0	0	0.25	0.75	0	0
10663	4	5	0	0	0.5	0.5	0	0
10664	1	6	0	0	0.85	0.15	0	0
10665	1	6	0	0	0.85	0.15	0	0
10666	1	6	0	0	0.7	0.3	0	0
10667	1	6	0	0	0.7	0.3	0	0
10668	30	0	0	0	1	0	0	0
10669	30	0	0	0	1	0	0	0
10670	28	30	0	0	0.15	0.85	0	0
10671	28	30	0	0	0.15	0.85	0	0
10672	5	7	0	0	0.75	0.25	0	0
10673	4	5	0	0	0.25	0.75	0	0
10674	4	5	0	0	0.25	0.75	0	0
10675	5	7	0	0	0.75	0.25	0	0
10676	4	26	27	0	0.45	0.1	0.45	0
10677	4	0	0	0	1	0	0	0
10678	4	0	0	0	1	0	0	0
10679	4	0	0	0	1	0	0	0
10680	4	0	0	0	1	0	0	0
10681	4	0	0	0	1	0	0	0
10682	4	0	0	0	1	0	0	0
10683	4	26	27	0	0.45	0.1	0.45	0
10684	4	0	0	0	1	0	0	0
10685	4	0	0	0	1	0	0	0
10686	4	0	0	0	1	0	0	0
10687	4	0	0	0	1	0	0	0
10688	0	1	0	0	0.5	0.5	0	0
10689	0	1	0	0	0.5	0.5	0	0
10690	0	1	0	0	0.75	0.25	0	0
10691	0	1	0	0	0.75	0.25	0	0
10692	4	0	0	0	1	0	0	0
10693	4	26	27	0	0.45	0.1	0.45	0
10694	4	0	0	0	1	0	0	0
10695	29	0	0	0	1	0	0	0
10696	29	0	0	0	1	0	0	0
10697	29	0	0	0	1	0	0	0
10698	29	0	0	0	1	0	0	0
10699	29	0	0	0	1	0	0	0
10700	29	0	0	0	1	0	0	0
10701	1	4	6	0	0.1875	0.25	0.5625	0
10702	4	6	0	0	0.75	0.25	0	0
10703	1	4	6	0	0.1875	0.25	0.5625	0
